Hour Start,Electricity 1 (Dutch Users: Low Tariff),Electricity 2 (Dutch Users: Normal Tariff),Electricity 1 Returned (Dutch Users: Low Tariff),Electricity 2 Returned (Dutch Users: Normal Tariff),Gas
2024-01-01T00:00:00+01:00,0.196,0,0,0,0.032
2024-01-01T01:00:00+01:00,0.224,0,0,0,0.056
2024-01-01T02:00:00+01:00,0.189,0,0,0,0.026
2024-01-01T03:00:00+01:00,0.162,0,0,0,0.029
2024-01-01T04:00:00+01:00,0.207,0,0,0,0.01
2024-01-01T05:00:00+01:00,0.22,0,0,0,0.059
2024-01-01T06:00:00+01:00,0.253,0,0,0,0.05
2024-01-01T07:00:00+01:00,0.243,0,0,0,0.074
2024-01-01T08:00:00+01:00,0.257,0,0,0,0.471
2024-01-01T09:00:00+01:00,0.301,0,0,0,0.927
2024-01-01T10:00:00+01:00,0.245,0,0.012,0,0.538
2024-01-01T11:00:00+01:00,0.052,0,0.189,0,0.373
2024-01-01T12:00:00+01:00,0.011,0,0.312,0,0.407
2024-01-01T13:00:00+01:00,0.016,0,0.441,0,0.389
2024-01-01T14:00:00+01:00,0.01,0,0.32,0,0.267
2024-01-01T15:00:00+01:00,0.203,0,0.005,0,1.138
2024-01-01T16:00:00+01:00,0.854,0,0,0,0.057
2024-01-01T17:00:00+01:00,0.575,0,0,0,0.058
2024-01-01T18:00:00+01:00,0.405,0,0,0,0.051
2024-01-01T19:00:00+01:00,0.609,0,0,0,0.034
2024-01-01T20:00:00+01:00,0.426,0,0,0,0.042
2024-01-01T21:00:00+01:00,0.356,0,0,0,0.053
2024-01-01T22:00:00+01:00,0.273,0,0,0,0.014
2024-01-01T23:00:00+01:00,0.198,0,0,0,0.032
2024-01-02T00:00:00+01:00,0.188,0,0,0,0.049
2024-01-02T01:00:00+01:00,0.174,0,0,0,0.05
2024-01-02T02:00:00+01:00,0.173,0,0,0,0.017
2024-01-02T03:00:00+01:00,0.164,0,0,0,0.055
2024-01-02T04:00:00+01:00,0.25,0,0,0,0.033
2024-01-02T05:00:00+01:00,0.202,0,0,0,0.056
2024-01-02T06:00:00+01:00,0.21,0,0,0,0.05
2024-01-02T07:00:00+01:00,0.001,0.281,0,0,0.077
2024-01-02T08:00:00+01:00,0,0.325,0,0,0.528
2024-01-02T09:00:00+01:00,0,0.753,0,0,0.395
2024-01-02T10:00:00+01:00,0,0.11,0,0.006,0.499
2024-01-02T11:00:00+01:00,0,0.048,0,0.133,0.598
2024-01-02T12:00:00+01:00,0,0.178,0,0.014,0.289
2024-01-02T13:00:00+01:00,0,0.281,0,0,0.29
2024-01-02T14:00:00+01:00,0,0.287,0,0,0.027
2024-01-02T15:00:00+01:00,0,0.374,0,0,0.059
2024-01-02T16:00:00+01:00,0,0.333,0,0,0.029
2024-01-02T17:00:00+01:00,0,0.455,0,0,0.121
2024-01-02T18:00:00+01:00,0,0.87,0,0,0.04
2024-01-02T19:00:00+01:00,0,1.241,0,0,0
2024-01-02T20:00:00+01:00,0,0.497,0,0,0.062
2024-01-02T21:00:00+01:00,0,0.395,0,0,0.257
2024-01-02T22:00:00+01:00,0,0.23,0,0,0.039
2024-01-02T23:00:00+01:00,0.172,0.001,0,0,0.029
2024-01-03T00:00:00+01:00,0.179,0,0,0,0.039
2024-01-03T01:00:00+01:00,0.162,0,0,0,0.029
2024-01-03T02:00:00+01:00,0.161,0,0,0,0.042
2024-01-03T03:00:00+01:00,0.154,0,0,0,0.032
2024-01-03T04:00:00+01:00,0.174,0,0,0,0.048
2024-01-03T05:00:00+01:00,0.157,0,0,0,0.005
2024-01-03T06:00:00+01:00,0.296,0,0,0,0.065
2024-01-03T07:00:00+01:00,0.002,0.301,0,0,0.068
2024-01-03T08:00:00+01:00,0,0.481,0,0,0.727
2024-01-03T09:00:00+01:00,0,0.321,0,0,1.084
2024-01-03T10:00:00+01:00,0,0.113,0,0.001,0.54
2024-01-03T11:00:00+01:00,0,0.056,0,0.087,0.274
2024-01-03T12:00:00+01:00,0,0.034,0,0.228,0.413
2024-01-03T13:00:00+01:00,0,0.054,0,0.11,0.244
2024-01-03T14:00:00+01:00,0,0.053,0,0.269,0.199
2024-01-03T15:00:00+01:00,0,0.183,0,0.001,0.288
2024-01-03T16:00:00+01:00,0,0.293,0,0,0
2024-01-03T17:00:00+01:00,0,0.678,0,0,0.111
2024-01-03T18:00:00+01:00,0,0.616,0,0,0.576
2024-01-03T19:00:00+01:00,0,0.516,0,0,0.427
2024-01-03T20:00:00+01:00,0,0.333,0,0,0.029
2024-01-03T21:00:00+01:00,0,0.5,0,0,0.365
2024-01-03T22:00:00+01:00,0,0.35,0,0,0.052
2024-01-03T23:00:00+01:00,0.184,0.001,0,0,0
2024-01-04T00:00:00+01:00,0.182,0,0,0,0.056
2024-01-04T01:00:00+01:00,0.148,0,0,0,0
2024-01-04T02:00:00+01:00,0.184,0,0,0,0.066
2024-01-04T03:00:00+01:00,0.153,0,0,0,0
2024-01-04T04:00:00+01:00,0.167,0,0,0,0.051
2024-01-04T05:00:00+01:00,0.161,0,0,0,0.03
2024-01-04T06:00:00+01:00,0.197,0,0,0,0.029
2024-01-04T07:00:00+01:00,0,0.428,0,0,0.087
2024-01-04T08:00:00+01:00,0,0.453,0,0,0.243
2024-01-04T09:00:00+01:00,0,0.429,0,0,1.075
2024-01-04T10:00:00+01:00,0,0.776,0,0,0.813
2024-01-04T11:00:00+01:00,0,0.457,0,0.046,0.914
2024-01-04T12:00:00+01:00,0,2.108,0,0.009,0.149
2024-01-04T13:00:00+01:00,0,0.134,0,0.121,0.499
2024-01-04T14:00:00+01:00,0,0.182,0,0.025,0.348
2024-01-04T15:00:00+01:00,0,0.262,0,0.016,0.417
2024-01-04T16:00:00+01:00,0,0.523,0,0,0.316
2024-01-04T17:00:00+01:00,0,0.895,0,0,0.405
2024-01-04T18:00:00+01:00,0,1.61,0,0,0.244
2024-01-04T19:00:00+01:00,0,3.124,0,0,0
2024-01-04T20:00:00+01:00,0,0.448,0,0,0.014
2024-01-04T21:00:00+01:00,0,0.422,0,0,0.032
2024-01-04T22:00:00+01:00,0,0.312,0,0,0.03
2024-01-04T23:00:00+01:00,0.213,0.002,0,0,0.014
2024-01-05T00:00:00+01:00,0.186,0,0,0,0.037
2024-01-05T01:00:00+01:00,0.157,0,0,0,0.014
2024-01-05T02:00:00+01:00,0.186,0,0,0,0.054
2024-01-05T03:00:00+01:00,0.161,0,0,0,0.012
2024-01-05T04:00:00+01:00,0.251,0,0,0,0.03
2024-01-05T05:00:00+01:00,0.201,0,0,0,0.043
2024-01-05T06:00:00+01:00,0.197,0,0,0,0.029
2024-01-05T07:00:00+01:00,0.001,0.242,0,0,0.29
2024-01-05T08:00:00+01:00,0,0.617,0,0,0.864
2024-01-05T09:00:00+01:00,0,0.447,0,0,0.153
2024-01-05T10:00:00+01:00,0,0.24,0,0,0.362
2024-01-05T11:00:00+01:00,0,0.082,0,0.037,0.109
2024-01-05T12:00:00+01:00,0,0.174,0,0,0.696
2024-01-05T13:00:00+01:00,0,0.09,0,0.035,0.149
2024-01-05T14:00:00+01:00,0,0.182,0,0.019,0.485
2024-01-05T15:00:00+01:00,0,0.361,0,0,0.082
2024-01-05T16:00:00+01:00,0,0.467,0,0,0.109
2024-01-05T17:00:00+01:00,0,0.632,0,0,0.18
2024-01-05T18:00:00+01:00,0,0.454,0,0,0.285
2024-01-05T19:00:00+01:00,0,0.769,0,0,0.148
2024-01-05T20:00:00+01:00,0,0.62,0,0,0
2024-01-05T21:00:00+01:00,0,0.492,0,0,0.075
2024-01-05T22:00:00+01:00,0,1.591,0,0,0
2024-01-05T23:00:00+01:00,0.756,0.008,0,0,0.067
2024-01-06T00:00:00+01:00,0.491,0,0,0,0.034
2024-01-06T01:00:00+01:00,0.226,0,0,0,0.03
2024-01-06T02:00:00+01:00,0.189,0,0,0,0.048
2024-01-06T03:00:00+01:00,0.183,0,0,0,0.066
2024-01-06T04:00:00+01:00,0.222,0,0,0,0
2024-01-06T05:00:00+01:00,0.176,0,0,0,0.042
2024-01-06T06:00:00+01:00,0.207,0,0,0,0.046
2024-01-06T07:00:00+01:00,0.366,0,0,0,0.223
2024-01-06T08:00:00+01:00,0.484,0,0,0,0.353
2024-01-06T09:00:00+01:00,0.454,0,0,0,0.634
2024-01-06T10:00:00+01:00,2.154,0,0,0,0.912
2024-01-06T11:00:00+01:00,2.716,0,0,0,0.969
2024-01-06T12:00:00+01:00,0.862,0,0,0,0.952
2024-01-06T13:00:00+01:00,0.344,0,0,0,0.78
2024-01-06T14:00:00+01:00,0.236,0,0.003,0,0.749
2024-01-06T15:00:00+01:00,0.178,0,0.001,0,0.027
2024-01-06T16:00:00+01:00,0.377,0,0,0,0.317
2024-01-06T17:00:00+01:00,1.383,0,0,0,0.191
2024-01-06T18:00:00+01:00,0.525,0,0,0,0.235
2024-01-06T19:00:00+01:00,0.682,0,0,0,0.194
2024-01-06T20:00:00+01:00,0.575,0,0,0,0.451
2024-01-06T21:00:00+01:00,0.375,0,0,0,0.181
2024-01-06T22:00:00+01:00,0.283,0,0,0,0.052
2024-01-06T23:00:00+01:00,0.208,0,0,0,0.147
2024-01-07T00:00:00+01:00,0.166,0,0,0,0
2024-01-07T01:00:00+01:00,0.192,0,0,0,0.155
2024-01-07T02:00:00+01:00,0.258,0,0,0,0.058
2024-01-07T03:00:00+01:00,0.208,0,0,0,0.061
2024-01-07T04:00:00+01:00,0.183,0,0,0,0.075
2024-01-07T05:00:00+01:00,0.2,0,0,0,0.081
2024-01-07T06:00:00+01:00,0.218,0,0,0,0.162
2024-01-07T07:00:00+01:00,0.323,0,0,0,0.752
2024-01-07T08:00:00+01:00,0.488,0,0,0,0.832
2024-01-07T09:00:00+01:00,0.416,0,0,0,0.949
2024-01-07T10:00:00+01:00,0.837,0,0.009,0,0.931
2024-01-07T11:00:00+01:00,1.205,0,0.071,0,1.196
2024-01-07T12:00:00+01:00,0.183,0,0.422,0,0.81
2024-01-07T13:00:00+01:00,0.039,0,0.747,0,0.251
2024-01-07T14:00:00+01:00,0.02,0,1.285,0,0.406
2024-01-07T15:00:00+01:00,0.041,0,0.808,0,0.095
2024-01-07T16:00:00+01:00,0.267,0,0.002,0,0.725
2024-01-07T17:00:00+01:00,0.751,0,0,0,0.597
2024-01-07T18:00:00+01:00,0.416,0,0,0,0.335
2024-01-07T19:00:00+01:00,1.683,0,0,0,0.035
2024-01-07T20:00:00+01:00,0.686,0,0,0,0.064
2024-01-07T21:00:00+01:00,0.427,0,0,0,0.061
2024-01-07T22:00:00+01:00,0.307,0,0,0,0.053
2024-01-07T23:00:00+01:00,0.215,0,0,0,0.064
2024-01-08T00:00:00+01:00,0.221,0,0,0,0.086
2024-01-08T01:00:00+01:00,0.213,0,0,0,0.08
2024-01-08T02:00:00+01:00,0.187,0,0,0,0.103
2024-01-08T03:00:00+01:00,0.208,0,0,0,0.087
2024-01-08T04:00:00+01:00,0.207,0,0,0,0.092
2024-01-08T05:00:00+01:00,0.213,0,0,0,0.12
2024-01-08T06:00:00+01:00,0.417,0,0,0,0.297
2024-01-08T07:00:00+01:00,0.001,0.483,0,0,0.444
2024-01-08T08:00:00+01:00,0,0.386,0,0,0.912
2024-01-08T09:00:00+01:00,0,0.286,0,0,1.109
2024-01-08T10:00:00+01:00,0,0.112,0,0,0.813
2024-01-08T11:00:00+01:00,0,0.011,0,0.203,0.958
2024-01-08T12:00:00+01:00,0,0.01,0,0.193,0.824
2024-01-08T13:00:00+01:00,0,0.639,0,0.289,0.942
2024-01-08T14:00:00+01:00,0,0.01,0,0.808,0.703
2024-01-08T15:00:00+01:00,0,0.011,0,0.561,0.215
2024-01-08T16:00:00+01:00,0,0.318,0,0,0.606
2024-01-08T17:00:00+01:00,0,0.82,0,0,0.074
2024-01-08T18:00:00+01:00,0,0.677,0,0,0.15
2024-01-08T19:00:00+01:00,0,0.389,0,0,0.049
2024-01-08T20:00:00+01:00,0,0.474,0,0,0.103
2024-01-08T21:00:00+01:00,0,0.516,0,0,0.529
2024-01-08T22:00:00+01:00,0,0.378,0,0,0.098
2024-01-08T23:00:00+01:00,0.22,0.001,0,0,0.107
2024-01-09T00:00:00+01:00,0.183,0,0,0,0.114
2024-01-09T01:00:00+01:00,0.194,0,0,0,0.118
2024-01-09T02:00:00+01:00,0.188,0,0,0,0.104
2024-01-09T03:00:00+01:00,0.194,0,0,0,0.498
2024-01-09T04:00:00+01:00,0.198,0,0,0,0.446
2024-01-09T05:00:00+01:00,0.208,0,0,0,0.308
2024-01-09T06:00:00+01:00,0.307,0,0,0,0.939
2024-01-09T07:00:00+01:00,0.002,0.34,0,0,0.94
2024-01-09T08:00:00+01:00,0,0.681,0,0,0.802
2024-01-09T09:00:00+01:00,0,0.17,0,0.085,0.972
2024-01-09T10:00:00+01:00,0,0.076,0,0.074,0.815
2024-01-09T11:00:00+01:00,0,0.017,0,0.376,0.986
2024-01-09T12:00:00+01:00,0,0.045,0,0.666,0.937
2024-01-09T13:00:00+01:00,0,0.633,0,0.695,0.306
2024-01-09T14:00:00+01:00,0,0.001,0,1.88,0.1
2024-01-09T15:00:00+01:00,0,0.005,0,1.007,0.871
2024-01-09T16:00:00+01:00,0,0.195,0,0.009,0.253
2024-01-09T17:00:00+01:00,0,1.417,0,0,0.127
2024-01-09T18:00:00+01:00,0,0.369,0,0,0.187
2024-01-09T19:00:00+01:00,0,0.753,0,0,0.169
2024-01-09T20:00:00+01:00,0,0.442,0,0,0.087
2024-01-09T21:00:00+01:00,0,0.375,0,0,0.348
2024-01-09T22:00:00+01:00,0,0.213,0,0,0.13
2024-01-09T23:00:00+01:00,0.181,0.001,0,0,0.196
2024-01-10T00:00:00+01:00,0.159,0,0,0,0.102
2024-01-10T01:00:00+01:00,0.157,0,0,0,0.176
2024-01-10T02:00:00+01:00,0.171,0,0,0,0.125
2024-01-10T03:00:00+01:00,0.168,0,0,0,0.071
2024-01-10T04:00:00+01:00,0.179,0,0,0,0.125
2024-01-10T05:00:00+01:00,0.213,0,0,0,0.213
2024-01-10T06:00:00+01:00,0.306,0,0,0,0.166
2024-01-10T07:00:00+01:00,0.002,0.36,0,0,0.37
2024-01-10T08:00:00+01:00,0,1.412,0,0,1.192
2024-01-10T09:00:00+01:00,0,0.434,0,0.123,1.203
2024-01-10T10:00:00+01:00,0,0.045,0,0.131,0.705
2024-01-10T11:00:00+01:00,0,0.225,0,0.275,0.792
2024-01-10T12:00:00+01:00,0,0.169,0,0.33,0.944
2024-01-10T13:00:00+01:00,0,0.006,0,1.448,0.276
2024-01-10T14:00:00+01:00,0,0.003,0,1.729,0.576
2024-01-10T15:00:00+01:00,0,0.005,0,0.939,0.861
2024-01-10T16:00:00+01:00,0,0.209,0,0,0.692
2024-01-10T17:00:00+01:00,0,0.481,0,0,0.327
2024-01-10T18:00:00+01:00,0,0.465,0,0,0.501
2024-01-10T19:00:00+01:00,0,0.642,0,0,0.158
2024-01-10T20:00:00+01:00,0,0.449,0,0,0.089
2024-01-10T21:00:00+01:00,0,0.403,0,0,0.11
2024-01-10T22:00:00+01:00,0,0.292,0,0,0.141
2024-01-10T23:00:00+01:00,0.219,0.001,0,0,0.142
2024-01-11T00:00:00+01:00,0.182,0,0,0,0.162
2024-01-11T01:00:00+01:00,0.195,0,0,0,0.144
2024-01-11T02:00:00+01:00,0.163,0,0,0,0.12
2024-01-11T03:00:00+01:00,0.276,0,0,0,0.105
2024-01-11T04:00:00+01:00,0.187,0,0,0,0.062
2024-01-11T05:00:00+01:00,0.264,0,0,0,0.096
2024-01-11T06:00:00+01:00,0.404,0,0,0,0.159
2024-01-11T07:00:00+01:00,0.002,0.415,0,0,0.961
2024-01-11T08:00:00+01:00,0,0.301,0,0,1.129
2024-01-11T09:00:00+01:00,0,0.239,0,0,1.012
2024-01-11T10:00:00+01:00,0,0.096,0,0.001,1.385
2024-01-11T11:00:00+01:00,0,0.012,0,0.095,1.114
2024-01-11T12:00:00+01:00,0,0.222,0,0.157,0.54
2024-01-11T13:00:00+01:00,0,0.031,0,0.021,0.984
2024-01-11T14:00:00+01:00,0,0.123,0,0,0.683
2024-01-11T15:00:00+01:00,0,0.168,0,0,0.723
2024-01-11T16:00:00+01:00,0,0.403,0,0,0.689
2024-01-11T17:00:00+01:00,0,0.478,0,0,0.099
2024-01-11T18:00:00+01:00,0,0.434,0,0,0.065
2024-01-11T19:00:00+01:00,0,1.151,0,0,1.104
2024-01-11T20:00:00+01:00,0,1.129,0,0,0.265
2024-01-11T21:00:00+01:00,0,0.412,0,0,0.071
2024-01-11T22:00:00+01:00,0,0.328,0,0,0.075
2024-01-11T23:00:00+01:00,0.254,0.002,0,0,0.061
2024-01-12T00:00:00+01:00,0.217,0,0,0,0.063
2024-01-12T01:00:00+01:00,0.178,0,0,0,0.073
2024-01-12T02:00:00+01:00,0.178,0,0,0,0.091
2024-01-12T03:00:00+01:00,0.204,0,0,0,0.073
2024-01-12T04:00:00+01:00,0.179,0,0,0,0.069
2024-01-12T05:00:00+01:00,0.195,0,0,0,0.043
2024-01-12T06:00:00+01:00,0.3,0,0,0,0.09
2024-01-12T07:00:00+01:00,0.002,0.365,0,0,0.678
2024-01-12T08:00:00+01:00,0,0.908,0,0,1.156
2024-01-12T09:00:00+01:00,0,0.395,0,0,0.428
2024-01-12T10:00:00+01:00,0,0.254,0,0,0.419
2024-01-12T11:00:00+01:00,0,0.062,0,0.039,0.369
2024-01-12T12:00:00+01:00,0,0.03,0,0.174,0.3
2024-01-12T13:00:00+01:00,0,0.019,0,0.531,0.54
2024-01-12T14:00:00+01:00,0,0.028,0,0.265,0.059
2024-01-12T15:00:00+01:00,0,0.064,0,0.018,0.533
2024-01-12T16:00:00+01:00,0,0.174,0,0,0.167
2024-01-12T17:00:00+01:00,0,0.217,0,0,0.008
2024-01-12T18:00:00+01:00,0,0.305,0,0,0.376
2024-01-12T19:00:00+01:00,0,0.651,0,0,0.391
2024-01-12T20:00:00+01:00,0,0.591,0,0,0.806
2024-01-12T21:00:00+01:00,0,0.436,0,0,0.331
2024-01-12T22:00:00+01:00,0,0.222,0,0,0.054
2024-01-12T23:00:00+01:00,0.181,0.001,0,0,0.027
2024-01-13T00:00:00+01:00,0.163,0,0,0,0.045
2024-01-13T01:00:00+01:00,0.174,0,0,0,0.046
2024-01-13T02:00:00+01:00,0.171,0,0,0,0.091
2024-01-13T03:00:00+01:00,0.166,0,0,0,0.07
2024-01-13T04:00:00+01:00,0.164,0,0,0,0.043
2024-01-13T05:00:00+01:00,0.165,0,0,0,0.039
2024-01-13T06:00:00+01:00,0.185,0,0,0,0.058
2024-01-13T07:00:00+01:00,0.292,0,0,0,0.725
2024-01-13T08:00:00+01:00,0.349,0,0,0,0.922
2024-01-13T09:00:00+01:00,0.566,0,0,0,0.893
2024-01-13T10:00:00+01:00,0.332,0,0.002,0,0.78
2024-01-13T11:00:00+01:00,0.053,0,0.091,0,0.185
2024-01-13T12:00:00+01:00,1.251,0,0.109,0,0.359
2024-01-13T13:00:00+01:00,0.474,0,0.08,0,0.792
2024-01-13T14:00:00+01:00,0.058,0,0.132,0,0.914
2024-01-13T15:00:00+01:00,0.049,0,0.111,0,0.744
2024-01-13T16:00:00+01:00,0.218,0,0.001,0,0.546
2024-01-13T17:00:00+01:00,0.514,0,0,0,0.269
2024-01-13T18:00:00+01:00,1.108,0,0,0,0.38
2024-01-13T19:00:00+01:00,1.248,0,0,0,0.336
2024-01-13T20:00:00+01:00,0.424,0,0,0,0
2024-01-13T21:00:00+01:00,0.41,0,0,0,0.061
2024-01-13T22:00:00+01:00,0.239,0,0,0,0.048
2024-01-13T23:00:00+01:00,0.174,0,0,0,0.049
2024-01-14T00:00:00+01:00,0.175,0,0,0,0.027
2024-01-14T01:00:00+01:00,0.184,0,0,0,0.024
2024-01-14T02:00:00+01:00,0.22,0,0,0,0.055
2024-01-14T03:00:00+01:00,0.162,0,0,0,0.049
2024-01-14T04:00:00+01:00,0.162,0,0,0,0.048
2024-01-14T05:00:00+01:00,0.171,0,0,0,0.053
2024-01-14T06:00:00+01:00,0.184,0,0,0,0.052
2024-01-14T07:00:00+01:00,0.261,0,0,0,0.509
2024-01-14T08:00:00+01:00,0.556,0,0,0,0.335
2024-01-14T09:00:00+01:00,0.273,0,0.002,0,0.774
2024-01-14T10:00:00+01:00,0.747,0,0.006,0,0.74
2024-01-14T11:00:00+01:00,0.537,0,0.047,0,0.382
2024-01-14T12:00:00+01:00,1.041,0,0.067,0,0.022
2024-01-14T13:00:00+01:00,1.291,0,0.011,0,0.031
2024-01-14T14:00:00+01:00,0.216,0,0.002,0,1.122
2024-01-14T15:00:00+01:00,0.113,0,0.039,0,0.782
2024-01-14T16:00:00+01:00,0.284,0,0,0,0.601
2024-01-14T17:00:00+01:00,1.251,0,0,0,0.221
2024-01-14T18:00:00+01:00,0.652,0,0,0,0.338
2024-01-14T19:00:00+01:00,0.424,0,0,0,0
2024-01-14T20:00:00+01:00,0.43,0,0,0,0.072
2024-01-14T21:00:00+01:00,0.351,0,0,0,0.818
2024-01-14T22:00:00+01:00,0.178,0,0,0,0.028
2024-01-14T23:00:00+01:00,0.177,0,0,0,0.065
2024-01-15T00:00:00+01:00,0.163,0,0,0,0.057
2024-01-15T01:00:00+01:00,0.167,0,0,0,0.037
2024-01-15T02:00:00+01:00,0.172,0,0,0,0.062
2024-01-15T03:00:00+01:00,0.18,0,0,0,0.083
2024-01-15T04:00:00+01:00,0.165,0,0,0,0.064
2024-01-15T05:00:00+01:00,0.176,0,0,0,0.067
2024-01-15T06:00:00+01:00,0.187,0,0,0,0.059
2024-01-15T07:00:00+01:00,0.001,0.334,0,0,0.066
2024-01-15T08:00:00+01:00,0,0.361,0,0,0.725
2024-01-15T09:00:00+01:00,0,0.441,0,0.022,0.823
2024-01-15T10:00:00+01:00,0,0.081,0,0.264,1.026
2024-01-15T11:00:00+01:00,0,0.024,0,0.281,0.772
2024-01-15T12:00:00+01:00,0,0.083,0,0.316,0.075
2024-01-15T13:00:00+01:00,0,0.027,0,0.667,0.024
2024-01-15T14:00:00+01:00,0,0.023,0,0.679,0.723
2024-01-15T15:00:00+01:00,0,0.065,0,0.329,0.139
2024-01-15T16:00:00+01:00,0,0.558,0,0,0.238
2024-01-15T17:00:00+01:00,0,0.516,0,0,0.222
2024-01-15T18:00:00+01:00,0,1.706,0,0,1.091
2024-01-15T19:00:00+01:00,0,1.027,0,0,0.888
2024-01-15T20:00:00+01:00,0,0.417,0,0,0.349
2024-01-15T21:00:00+01:00,0,0.408,0,0,0.395
2024-01-15T22:00:00+01:00,0,0.199,0,0,0.03
2024-01-15T23:00:00+01:00,0.19,0.002,0,0,0.09
2024-01-16T00:00:00+01:00,0.168,0,0,0,0.039
2024-01-16T01:00:00+01:00,0.191,0,0,0,0.063
2024-01-16T02:00:00+01:00,0.191,0,0,0,0.06
2024-01-16T03:00:00+01:00,0.193,0,0,0,0.079
2024-01-16T04:00:00+01:00,0.197,0,0,0,0.073
2024-01-16T05:00:00+01:00,0.199,0,0,0,0.082
2024-01-16T06:00:00+01:00,0.22,0,0,0,0.127
2024-01-16T07:00:00+01:00,0.001,0.821,0,0,0.258
2024-01-16T08:00:00+01:00,0,1.155,0,0,1.27
2024-01-16T09:00:00+01:00,0,2.172,0,0,0.511
2024-01-16T10:00:00+01:00,0,1.638,0,0,1.075
2024-01-16T11:00:00+01:00,0,0.576,0,0.001,0.876
2024-01-16T12:00:00+01:00,0,0.111,0,0.088,0.649
2024-01-16T13:00:00+01:00,0,0.08,0,0.133,0.814
2024-01-16T14:00:00+01:00,0,0.087,0,0.565,0.344
2024-01-16T15:00:00+01:00,0,0.039,0,0.878,0.55
2024-01-16T16:00:00+01:00,0,0.545,0,0.006,0.753
2024-01-16T17:00:00+01:00,0,1.179,0,0,0.482
2024-01-16T18:00:00+01:00,0,1.938,0,0,0.577
2024-01-16T19:00:00+01:00,0,0.446,0,0,0.2
2024-01-16T20:00:00+01:00,0,0.461,0,0,0.077
2024-01-16T21:00:00+01:00,0,0.443,0,0,0.546
2024-01-16T22:00:00+01:00,0,0.24,0,0,0.061
2024-01-16T23:00:00+01:00,0.209,0.001,0,0,0.057
2024-01-17T00:00:00+01:00,0.2,0,0,0,0.132
2024-01-17T01:00:00+01:00,0.201,0,0,0,0.08
2024-01-17T02:00:00+01:00,0.194,0,0,0,0.098
2024-01-17T03:00:00+01:00,0.233,0,0,0,0.085
2024-01-17T04:00:00+01:00,0.197,0,0,0,0.146
2024-01-17T05:00:00+01:00,0.197,0,0,0,0.073
2024-01-17T06:00:00+01:00,0.328,0,0,0,0.101
2024-01-17T07:00:00+01:00,0.001,0.385,0,0,0.732
2024-01-17T08:00:00+01:00,0,0.356,0,0,1.345
2024-01-17T09:00:00+01:00,0,0.293,0,0.023,1.242
2024-01-17T10:00:00+01:00,0,0.041,0,0.039,0.895
2024-01-17T11:00:00+01:00,0,0.042,0,0.085,0.884
2024-01-17T12:00:00+01:00,0,0.275,0,0.09,0.731
2024-01-17T13:00:00+01:00,0,0.029,0,0.048,0.464
2024-01-17T14:00:00+01:00,0,0.177,0,0,0.951
2024-01-17T15:00:00+01:00,0,0.048,0,0.003,0.361
2024-01-17T16:00:00+01:00,0,0.335,0,0,0.682
2024-01-17T17:00:00+01:00,0,1.15,0,0,0
2024-01-17T18:00:00+01:00,0,0.543,0,0,0.481
2024-01-17T19:00:00+01:00,0,2.29,0,0,0.042
2024-01-17T20:00:00+01:00,0,1.827,0,0,0.012
2024-01-17T21:00:00+01:00,0,0.357,0,0,0
2024-01-17T22:00:00+01:00,0,0.22,0,0,0.371
2024-01-17T23:00:00+01:00,0.242,0.001,0,0,0
2024-01-18T00:00:00+01:00,0.205,0,0,0,0.122
2024-01-18T01:00:00+01:00,0.175,0,0,0,0.091
2024-01-18T02:00:00+01:00,0.159,0,0,0,0.035
2024-01-18T03:00:00+01:00,0.17,0,0,0,0.178
2024-01-18T04:00:00+01:00,0.15,0,0,0,0.013
2024-01-18T05:00:00+01:00,0.154,0,0,0,0
2024-01-18T06:00:00+01:00,0.29,0,0,0,0.394
2024-01-18T07:00:00+01:00,0.002,0.803,0,0,0.02
2024-01-18T08:00:00+01:00,0,0.758,0,0,1.371
2024-01-18T09:00:00+01:00,0,0.181,0,0.165,1.073
2024-01-18T10:00:00+01:00,0,0.036,0,0.238,0.665
2024-01-18T11:00:00+01:00,0,0.009,0,0.608,0.264
2024-01-18T12:00:00+01:00,0,0.122,0,0.871,0.469
2024-01-18T13:00:00+01:00,0,0.004,0,1.639,0.141
2024-01-18T14:00:00+01:00,0,0.001,0,1.892,0.355
2024-01-18T15:00:00+01:00,0,0.006,0,1.463,0.095
2024-01-18T16:00:00+01:00,0,0.443,0,0.032,0.322
2024-01-18T17:00:00+01:00,0,1.361,0,0,0.027
2024-01-18T18:00:00+01:00,0,0.359,0,0,0.016
2024-01-18T19:00:00+01:00,0,1.62,0,0,0.102
2024-01-18T20:00:00+01:00,0,0.536,0,0,0.027
2024-01-18T21:00:00+01:00,0,0.398,0,0,0.032
2024-01-18T22:00:00+01:00,0,0.267,0,0,0.447
2024-01-18T23:00:00+01:00,0.153,0.001,0,0,0
2024-01-19T00:00:00+01:00,0.15,0,0,0,0.014
2024-01-19T01:00:00+01:00,0.145,0,0,0,0.01
2024-01-19T02:00:00+01:00,0.147,0,0,0,0
2024-01-19T03:00:00+01:00,0.14,0,0,0,0.013
2024-01-19T04:00:00+01:00,0.161,0,0,0,0.181
2024-01-19T05:00:00+01:00,0.161,0,0,0,0.245
2024-01-19T06:00:00+01:00,0.164,0,0,0,0.053
2024-01-19T07:00:00+01:00,0.002,0.423,0,0,0.702
2024-01-19T08:00:00+01:00,0,0.496,0,0,1.224
